nodename,batch,timestamp,task,data,in_rows,question,out_rows,out_cols,solution,version,git,fun,run,time_sec,mem_gb,cache,chk,chk_time_sec,comment,on_disk
ip-172-31-21-20,1672268635,1672268709,groupby,G1_1e7_1e1_0_0,10000000,max v1 - min v2 by id3,999951,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,3.644,NA,TRUE,2789316,0.01,NA,FALSE
ip-172-31-21-20,1672268635,1672268711,groupby,G1_1e7_1e1_0_0,10000000,largest two v3 by id6,1999500,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.711,NA,TRUE,170016563,0.004,NA,FALSE
ip-172-31-21-20,1672268635,1672268713,groupby,G1_1e7_1e1_0_0,10000000,largest two v3 by id6,1999500,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.668,NA,TRUE,170016563,0.003,NA,FALSE
ip-172-31-21-20,1672268635,1672268714,groupby,G1_1e7_1e1_0_0,10000000,regression v1 v2 by id2 id4,100,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.408,NA,TRUE,0.001036507,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268715,groupby,G1_1e7_1e1_0_0,10000000,regression v1 v2 by id2 id4,100,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.372,NA,TRUE,0.001036507,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268719,groupby,G1_1e7_1e1_0_0,10000000,sum v3 count by id1:id6,10000000,8,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,2.57,NA,TRUE,499980747;10000000,0.085,NA,FALSE
ip-172-31-21-20,1672268635,1672268722,groupby,G1_1e7_1e1_0_0,10000000,sum v3 count by id1:id6,10000000,8,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,1.849,NA,TRUE,499980747;10000000,0.086,NA,FALSE
ip-172-31-21-20,1672268635,1672268768,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1,2,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.175,NA,TRUE,30000054,0.003,NA,FALSE
ip-172-31-21-20,1672268635,1672268773,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1,2,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.192,NA,TRUE,30000054,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268778,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1:id2,4,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.208,NA,TRUE,30000054,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268783,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1:id2,4,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.231,NA,TRUE,30000054,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268789,groupby,G1_1e7_2e0_0_0,10000000,sum v1 mean v3 by id3,4323566,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.596,NA,TRUE,30000054;216107547,0.054,NA,FALSE
ip-172-31-21-20,1672268635,1672268795,groupby,G1_1e7_2e0_0_0,10000000,sum v1 mean v3 by id3,4323566,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.628,NA,TRUE,30000054;216107547,0.05,NA,FALSE
ip-172-31-21-20,1672268635,1672268800,groupby,G1_1e7_2e0_0_0,10000000,mean v1:v3 by id4,2,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.731,NA,TRUE,6.000011;15.99728;99.9872,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268806,groupby,G1_1e7_2e0_0_0,10000000,mean v1:v3 by id4,2,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.797,NA,TRUE,6.000011;15.99728;99.9872,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268812,groupby,G1_1e7_2e0_0_0,10000000,sum v1:v3 by id6,4322014,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.801,NA,TRUE,30000054;79986418;499936032,0.087,NA,FALSE
ip-172-31-21-20,1672268635,1672268817,groupby,G1_1e7_2e0_0_0,10000000,sum v1:v3 by id6,4322014,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.771,NA,TRUE,30000054;79986418;499936032,0.051,NA,FALSE
ip-172-31-21-20,1672268635,1672268823,groupby,G1_1e7_2e0_0_0,10000000,median v3 sd v3 by id4 id5,4,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.437,NA,TRUE,199.9701;115.4886,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268829,groupby,G1_1e7_2e0_0_0,10000000,median v3 sd v3 by id4 id5,4,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.425,NA,TRUE,199.9701;115.4886,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268851,groupby,G1_1e7_2e0_0_0,10000000,max v1 - min v2 by id3,4323566,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,16.882,NA,TRUE,-8263086,0.052,NA,FALSE
ip-172-31-21-20,1672268635,1672268872,groupby,G1_1e7_2e0_0_0,10000000,max v1 - min v2 by id3,4323566,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,16.158,NA,TRUE,-8263086,0.02,NA,FALSE
ip-172-31-21-20,1672268635,1672268881,groupby,G1_1e7_2e0_0_0,10000000,largest two v3 by id6,7291480,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,4.39,NA,TRUE,419079607,0.01,NA,FALSE
ip-172-31-21-20,1672268635,1672268887,groupby,G1_1e7_2e0_0_0,10000000,largest two v3 by id6,7291480,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,1.601,NA,TRUE,419079607,0.01,NA,FALSE
ip-172-31-21-20,1672268635,1672268892,groupby,G1_1e7_2e0_0_0,10000000,regression v1 v2 by id2 id4,4,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.287,NA,TRUE,0.000001462804,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268896,groupby,G1_1e7_2e0_0_0,10000000,regression v1 v2 by id2 id4,4,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.254,NA,TRUE,0.000001462804,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268903,groupby,G1_1e7_2e0_0_0,10000000,sum v3 count by id1:id6,10000000,8,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,2.163,NA,TRUE,499936032;10000000,0.086,NA,FALSE
ip-172-31-21-20,1672268635,1672268910,groupby,G1_1e7_2e0_0_0,10000000,sum v3 count by id1:id6,10000000,8,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,1.835,NA,TRUE,499936032;10000000,0.055,NA,FALSE
ip-172-31-21-20,1672268635,1672268931,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1,100,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.04,NA,TRUE,29998789,0.003,NA,FALSE
ip-172-31-21-20,1672268635,1672268931,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1,100,2,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.039,NA,TRUE,29998789,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268931,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1:id2,10000,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.048,NA,TRUE,29998789,0,NA,FALSE
ip-172-31-21-20,1672268635,1672268931,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1:id2,10000,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.046,NA,TRUE,29998789,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268931,groupby,G1_1e7_1e2_0_1,10000000,sum v1 mean v3 by id3,100000,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.126,NA,TRUE,29998789;4999720,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268931,groupby,G1_1e7_1e2_0_1,10000000,sum v1 mean v3 by id3,100000,3,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.113,NA,TRUE,29998789;4999720,0.002,NA,FALSE
ip-172-31-21-20,1672268635,1672268932,groupby,G1_1e7_1e2_0_1,10000000,mean v1:v3 by id4,100,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.399,NA,TRUE,299.988;799.8942;4999.767,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268932,groupby,G1_1e7_1e2_0_1,10000000,mean v1:v3 by id4,100,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.292,NA,TRUE,299.988;799.8942;4999.767,0.001,NA,FALSE
ip-172-31-21-20,1672268635,1672268933,groupby,G1_1e7_1e2_0_1,10000000,sum v1:v3 by id6,100000,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.145,NA,TRUE,29998789;79989360;499976651,0.002,NA,FALSE
ip-172-31-21-20,1672268635,1672268933,groupby,G1_1e7_1e2_0_1,10000000,sum v1:v3 by id6,100000,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,2,0.12,NA,TRUE,29998789;79989360;499976651,0.002,NA,FALSE
ip-172-31-21-20,1672268635,1672268934,groupby,G1_1e7_1e2_0_1,10000000,median v3 sd v3 by id4 id5,10000,4,data.table,1.14.7,cb8aeff9453acec878e5ab8515cda0d302c943eb,[.data.table,1,0.709,NA,TRUE,499920.1;288648.1,0,NA,FALSE
